player_name,jersey,position,goals,assists,penalty_minutes,star_of_game,team,game_id
Jessie Eldridge,9,F,0,2,0,,Harvey's,team-sonnet-vs-team-harveys-2
Sophia Shaver,11,F,1,0,0,,Harvey's,team-sonnet-vs-team-harveys-2
Alexa Gruschow,12,F,0,0,2,,Harvey's,team-sonnet-vs-team-harveys-2
Clair DeGeorge,14,F,0,1,0,,Harvey's,team-sonnet-vs-team-harveys-2
Savannah Harmon,15,D,0,0,0,,Harvey's,team-sonnet-vs-team-harveys-2
Hayley Scamurra,16,F,0,1,2,2.0,Harvey's,team-sonnet-vs-team-harveys-2
Alexandra Poznikoff,19,F,0,0,0,,Harvey's,team-sonnet-vs-team-harveys-2
Mellissa Channell,22,D,0,0,0,,Harvey's,team-sonnet-vs-team-harveys-2
Jacquie Greco,25,D,0,2,0,,Harvey's,team-sonnet-vs-team-harveys-2
Emily Clark,26,F,1,0,0,,Harvey's,team-sonnet-vs-team-harveys-2
Kristen Richards,27,D,0,0,0,,Harvey's,team-sonnet-vs-team-harveys-2
Marie-Philip Poulin,29,F,1,0,0,,Harvey's,team-sonnet-vs-team-harveys-2
Ann-Renée Desbiens,35,G,0,0,0,,Harvey's,team-sonnet-vs-team-harveys-2
Jamie Lee Rattray,47,F,2,1,0,1.0,Harvey's,team-sonnet-vs-team-harveys-2
Bailey Larson,61,F,0,0,2,,Harvey's,team-sonnet-vs-team-harveys-2
Rosalie Demers,81,F,1,1,0,,Harvey's,team-sonnet-vs-team-harveys-2
Emily Brown,2,D,0,0,0,,Sonnet,team-sonnet-vs-team-harveys-2
Iya Gavrilova,8,F,0,0,0,,Sonnet,team-sonnet-vs-team-harveys-2
Hanna Bunton,9,F,0,0,0,,Sonnet,team-sonnet-vs-team-harveys-2
Alexa Vasko,10,F,0,0,0,,Sonnet,team-sonnet-vs-team-harveys-2
Abby Roque,11,F,0,1,0,,Sonnet,team-sonnet-vs-team-harveys-2
Lillian Ribeirinha-Braga,15,D,0,0,0,,Sonnet,team-sonnet-vs-team-harveys-2
Samantha Cogan,17,F,0,0,0,,Sonnet,team-sonnet-vs-team-harveys-2
Malia Schneider,18,F,0,0,0,,Sonnet,team-sonnet-vs-team-harveys-2
Brianne Jenner,19,F,1,0,0,,Sonnet,team-sonnet-vs-team-harveys-2
Hannah Brandt,20,F,1,0,0,,Sonnet,team-sonnet-vs-team-harveys-2
Hilary Knight,21,F,0,2,0,3.0,Sonnet,team-sonnet-vs-team-harveys-2
Caroylne Prévost,22,F,0,0,0,,Sonnet,team-sonnet-vs-team-harveys-2
Erin Ambrose,23,D,0,0,0,,Sonnet,team-sonnet-vs-team-harveys-2
Emma Buckles,25,D,0,0,0,,Sonnet,team-sonnet-vs-team-harveys-2
Erica Howe,27,G,0,0,0,,Sonnet,team-sonnet-vs-team-harveys-2
Micah Zandee-Hart,28,D,0,0,0,,Sonnet,team-sonnet-vs-team-harveys-2
Nicole Hensley,29,G,0,0,0,,Sonnet,team-sonnet-vs-team-harveys-2
Rebecca Leslie,37,F,0,0,0,,Sonnet,team-sonnet-vs-team-harveys-2
Claire Thompson,42,D,0,0,0,,Sonnet,team-sonnet-vs-team-harveys-2
Demi Crossman,82,F,0,0,0,,Sonnet,team-sonnet-vs-team-harveys-2
Brigette Lacquette,4,D,0,1,0,,Scotiabank,team-scotiabank-vs-team-adidas
Megan Keller,5,D,0,0,0,,Scotiabank,team-scotiabank-vs-team-adidas
Rebecca Johnston,6,F,0,1,4,,Scotiabank,team-scotiabank-vs-team-adidas
Nicole Kosta,7,F,0,0,2,,Scotiabank,team-scotiabank-vs-team-adidas
Hayley Lunny,8,F,0,0,0,,Scotiabank,team-scotiabank-vs-team-adidas
Shannon Stewart,10,F,0,0,0,,Scotiabank,team-scotiabank-vs-team-adidas
Tatum Skaggs,11,F,0,0,0,,Scotiabank,team-scotiabank-vs-team-adidas
Kelly Pannek,12,F,0,0,0,,Scotiabank,team-scotiabank-vs-team-adidas
Jaime Bourbonnais,14,D,0,0,0,,Scotiabank,team-scotiabank-vs-team-adidas
Mélodie Daoust,15,F,1,1,0,3.0,Scotiabank,team-scotiabank-vs-team-adidas
Katelyn Gosling,16,D,0,0,0,,Scotiabank,team-scotiabank-vs-team-adidas
Ella Shelton,17,D,0,0,0,,Scotiabank,team-scotiabank-vs-team-adidas
Madison Field,22,F,0,1,0,,Scotiabank,team-scotiabank-vs-team-adidas
Alex Carpenter,25,F,0,0,0,,Scotiabank,team-scotiabank-vs-team-adidas
Cat Quirion,26,D,0,0,0,,Scotiabank,team-scotiabank-vs-team-adidas
Emerance Maschmeyer,38,G,0,0,0,,Scotiabank,team-scotiabank-vs-team-adidas
Blayre Turnbull,40,F,1,0,0,,Scotiabank,team-scotiabank-vs-team-adidas
Grace Graham,42,F,0,0,0,,Scotiabank,team-scotiabank-vs-team-adidas
Kristen Campbell,50,G,0,0,0,,Scotiabank,team-scotiabank-vs-team-adidas
Victoria Bach,51,F,1,1,2,,Scotiabank,team-scotiabank-vs-team-adidas
Jocelyne Larocque,3,D,0,0,2,,adidas,team-scotiabank-vs-team-adidas
Laura Stacey,7,F,1,1,0,,adidas,team-scotiabank-vs-team-adidas
Megan Eady,8,D,0,0,2,,adidas,team-scotiabank-vs-team-adidas
Kayla Vespa,10,F,0,0,0,,adidas,team-scotiabank-vs-team-adidas
Jill Saulnier,11,F,0,1,0,,adidas,team-scotiabank-vs-team-adidas
Meaghan Mikkelson,12,D,0,0,0,,adidas,team-scotiabank-vs-team-adidas
Renata Fast,14,D,0,0,0,,adidas,team-scotiabank-vs-team-adidas
Kaitlin Willoughby,17,F,0,0,0,,adidas,team-scotiabank-vs-team-adidas
Jincy Dunne,19,D,1,1,2,2.0,adidas,team-scotiabank-vs-team-adidas
Sarah Nurse,20,F,1,1,0,,adidas,team-scotiabank-vs-team-adidas
Kelly Gribbons,21,F,0,0,0,,adidas,team-scotiabank-vs-team-adidas
Jess Jones,22,F,0,1,0,,adidas,team-scotiabank-vs-team-adidas
Jessica DiGirolamo,23,D,0,0,0,,adidas,team-scotiabank-vs-team-adidas
Kendall Coyne Schofield,26,F,1,2,0,1.0,adidas,team-scotiabank-vs-team-adidas
Samantha Donovan,32,F,0,0,0,,adidas,team-scotiabank-vs-team-adidas
Aerin Frankel,33,G,0,0,0,,adidas,team-scotiabank-vs-team-adidas
Maddie Rooney,35,G,0,0,0,,adidas,team-scotiabank-vs-team-adidas
Kristin O’Neill,43,F,1,1,0,,adidas,team-scotiabank-vs-team-adidas
Sarah Potomak,44,F,0,1,2,,adidas,team-scotiabank-vs-team-adidas
Laura Dostaler,72,F,0,0,0,,adidas,team-scotiabank-vs-team-adidas
Jocelyne Larocque,3,D,0,0,8,,adidas,team-adidas-vs-team-sonnet-2
Laura Stacey,7,F,1,0,0,2.0,adidas,team-adidas-vs-team-sonnet-2
Megan Eady,8,D,0,0,0,,adidas,team-adidas-vs-team-sonnet-2
Kayla Vespa,10,F,0,0,0,,adidas,team-adidas-vs-team-sonnet-2
Jill Saulnier,11,F,0,0,0,,adidas,team-adidas-vs-team-sonnet-2
Meaghan Mikkelson,12,D,0,0,0,,adidas,team-adidas-vs-team-sonnet-2
Renata Fast,14,D,0,0,2,,adidas,team-adidas-vs-team-sonnet-2
Kaitlin Willoughby,17,F,0,0,0,,adidas,team-adidas-vs-team-sonnet-2
Jincy Dunne,19,D,0,1,0,,adidas,team-adidas-vs-team-sonnet-2
Sarah Nurse,20,F,0,0,0,,adidas,team-adidas-vs-team-sonnet-2
Kelly Gribbons,21,F,0,0,0,,adidas,team-adidas-vs-team-sonnet-2
Jess Jones,22,F,0,0,0,,adidas,team-adidas-vs-team-sonnet-2
Jessica DiGirolamo,23,D,0,0,0,,adidas,team-adidas-vs-team-sonnet-2
Kendall Coyne Schofield,26,F,0,0,0,,adidas,team-adidas-vs-team-sonnet-2
Samantha Donovan,32,F,0,0,0,,adidas,team-adidas-vs-team-sonnet-2
Aerin Frankel,33,G,0,0,0,,adidas,team-adidas-vs-team-sonnet-2
Maddie Rooney,35,G,0,0,0,,adidas,team-adidas-vs-team-sonnet-2
Kristin O’Neill,43,F,0,1,2,,adidas,team-adidas-vs-team-sonnet-2
Sarah Potomak,44,F,0,0,0,,adidas,team-adidas-vs-team-sonnet-2
Laura Dostaler,72,F,0,0,0,,adidas,team-adidas-vs-team-sonnet-2
Emily Brown,2,D,0,0,0,,Sonnet,team-adidas-vs-team-sonnet-2
Iya Gavrilova,8,F,0,0,0,,Sonnet,team-adidas-vs-team-sonnet-2
Hanna Bunton,9,F,0,0,0,,Sonnet,team-adidas-vs-team-sonnet-2
Alexa Vasko,10,F,0,0,0,,Sonnet,team-adidas-vs-team-sonnet-2
Abby Roque,11,F,2,1,0,1.0,Sonnet,team-adidas-vs-team-sonnet-2
Lillian Ribeirinha-Braga,15,D,0,0,0,,Sonnet,team-adidas-vs-team-sonnet-2
Samantha Cogan,17,F,1,0,0,,Sonnet,team-adidas-vs-team-sonnet-2
Malia Schneider,18,F,0,0,2,,Sonnet,team-adidas-vs-team-sonnet-2
Brianne Jenner,19,F,0,2,2,,Sonnet,team-adidas-vs-team-sonnet-2
Hannah Brandt,20,F,0,0,0,,Sonnet,team-adidas-vs-team-sonnet-2
Hilary Knight,21,F,0,0,0,,Sonnet,team-adidas-vs-team-sonnet-2
Caroylne Prévost,22,F,0,1,0,,Sonnet,team-adidas-vs-team-sonnet-2
Erin Ambrose,23,D,0,0,0,,Sonnet,team-adidas-vs-team-sonnet-2
Emma Buckles,25,D,0,0,0,,Sonnet,team-adidas-vs-team-sonnet-2
Erica Howe,27,G,0,0,0,,Sonnet,team-adidas-vs-team-sonnet-2
Micah Zandee-Hart,28,D,0,0,2,,Sonnet,team-adidas-vs-team-sonnet-2
Nicole Hensley,29,G,0,0,0,3.0,Sonnet,team-adidas-vs-team-sonnet-2
Rebecca Leslie,37,F,0,0,0,,Sonnet,team-adidas-vs-team-sonnet-2
Claire Thompson,42,D,0,0,0,,Sonnet,team-adidas-vs-team-sonnet-2
Demi Crossman,82,F,0,1,0,,Sonnet,team-adidas-vs-team-sonnet-2
Natasza Tarnowski,33,F,1,0,0,,Sonnet,team-adidas-vs-team-sonnet-2
Marlène Boissonnault,1,G,0,0,0,,Harvey's,team-scotiabank-vs-team-harveys
Lee Stecklein,2,D,1,3,0,1.0,Harvey's,team-scotiabank-vs-team-harveys
Lauriane Rougeau,5,D,0,0,0,,Harvey's,team-scotiabank-vs-team-harveys
Laura Fortino,8,D,1,0,0,,Harvey's,team-scotiabank-vs-team-harveys
Jessie Eldridge,9,F,0,1,0,,Harvey's,team-scotiabank-vs-team-harveys
Sophia Shaver,11,F,0,0,0,,Harvey's,team-scotiabank-vs-team-harveys
Alexa Gruschow,12,F,0,0,0,,Harvey's,team-scotiabank-vs-team-harveys
Clair DeGeorge,14,F,0,1,2,,Harvey's,team-scotiabank-vs-team-harveys
Savannah Harmon,15,D,0,0,0,,Harvey's,team-scotiabank-vs-team-harveys
Hayley Scamurra,16,F,0,1,2,,Harvey's,team-scotiabank-vs-team-harveys
Alexandra Poznikoff,19,F,0,0,0,,Harvey's,team-scotiabank-vs-team-harveys
Mellissa Channell,22,D,0,0,0,,Harvey's,team-scotiabank-vs-team-harveys
Jacquie Greco,25,D,0,0,2,,Harvey's,team-scotiabank-vs-team-harveys
Emily Clark,26,F,1,1,0,3.0,Harvey's,team-scotiabank-vs-team-harveys
Kristen Richards,27,D,0,0,2,,Harvey's,team-scotiabank-vs-team-harveys
Marie-Philip Poulin,29,F,1,2,2,,Harvey's,team-scotiabank-vs-team-harveys
Ann-Renée Desbiens,35,G,0,0,0,2.0,Harvey's,team-scotiabank-vs-team-harveys
Jamie Lee Rattray,47,F,1,0,0,,Harvey's,team-scotiabank-vs-team-harveys
Bailey Larson,61,F,0,0,0,,Harvey's,team-scotiabank-vs-team-harveys
Rosalie Demers,81,F,0,0,0,,Harvey's,team-scotiabank-vs-team-harveys
Brigette Lacquette,4,D,0,0,0,,Scotiabank,team-scotiabank-vs-team-harveys
Megan Keller,5,D,0,1,2,,Scotiabank,team-scotiabank-vs-team-harveys
Rebecca Johnston,6,F,1,0,0,,Scotiabank,team-scotiabank-vs-team-harveys
Nicole Kosta,7,F,0,0,0,,Scotiabank,team-scotiabank-vs-team-harveys
Hayley Lunny,8,F,0,0,0,,Scotiabank,team-scotiabank-vs-team-harveys
Shannon Stewart,10,F,0,0,0,,Scotiabank,team-scotiabank-vs-team-harveys
Tatum Skaggs,11,F,0,0,0,,Scotiabank,team-scotiabank-vs-team-harveys
Kelly Pannek,12,F,0,0,0,,Scotiabank,team-scotiabank-vs-team-harveys
Jaime Bourbonnais,14,D,0,0,2,,Scotiabank,team-scotiabank-vs-team-harveys
Mélodie Daoust,15,F,0,0,0,,Scotiabank,team-scotiabank-vs-team-harveys
Katelyn Gosling,16,D,0,0,0,,Scotiabank,team-scotiabank-vs-team-harveys
Ella Shelton,17,D,0,0,0,,Scotiabank,team-scotiabank-vs-team-harveys
Madison Field,22,F,0,0,0,,Scotiabank,team-scotiabank-vs-team-harveys
Alex Carpenter,25,F,0,0,0,,Scotiabank,team-scotiabank-vs-team-harveys
Cat Quirion,26,D,0,0,0,,Scotiabank,team-scotiabank-vs-team-harveys
Emerance Maschmeyer,38,G,0,0,0,,Scotiabank,team-scotiabank-vs-team-harveys
Blayre Turnbull,40,F,0,0,0,,Scotiabank,team-scotiabank-vs-team-harveys
Grace Graham,42,F,0,0,0,,Scotiabank,team-scotiabank-vs-team-harveys
Kristen Campbell,50,G,0,0,0,,Scotiabank,team-scotiabank-vs-team-harveys
Victoria Bach,51,F,0,0,0,,Scotiabank,team-scotiabank-vs-team-harveys
Lee Stecklein,2,D,0,1,0,,Harvey's,team-harveys-vs-team-adidas-2
Lauriane Rougeau,5,D,0,0,0,,Harvey's,team-harveys-vs-team-adidas-2
Laura Fortino,8,D,0,2,0,,Harvey's,team-harveys-vs-team-adidas-2
Jessie Eldridge,9,F,1,1,0,,Harvey's,team-harveys-vs-team-adidas-2
Rhianna Kurio,10,F,0,0,0,,Harvey's,team-harveys-vs-team-adidas-2
Sophia Shaver,11,F,0,0,0,,Harvey's,team-harveys-vs-team-adidas-2
Alexa Gruschow,12,F,0,0,0,,Harvey's,team-harveys-vs-team-adidas-2
Clair DeGeorge,14,F,0,0,0,,Harvey's,team-harveys-vs-team-adidas-2
Savannah Harmon,15,D,0,1,0,,Harvey's,team-harveys-vs-team-adidas-2
Mellissa Channell,22,D,0,0,0,,Harvey's,team-harveys-vs-team-adidas-2
Emily Clark,26,F,1,1,0,3.0,Harvey's,team-harveys-vs-team-adidas-2
Kristen Richards,27,D,0,0,0,,Harvey's,team-harveys-vs-team-adidas-2
Marie-Philip Poulin,29,F,1,0,0,,Harvey's,team-harveys-vs-team-adidas-2
Geneviève Lacasse,31,G,0,0,0,,Harvey's,team-harveys-vs-team-adidas-2
Ann-Renée Desbiens,35,G,0,0,0,,Harvey's,team-harveys-vs-team-adidas-2
Jamie Lee Rattray,47,F,1,0,2,,Harvey's,team-harveys-vs-team-adidas-2
Rosalie Demers,81,F,0,0,0,,Harvey's,team-harveys-vs-team-adidas-2
Alexandra Poznikoff,19,F,0,0,0,,Harvey's,team-harveys-vs-team-adidas-2
Bailey Larson,61,F,0,0,0,,Harvey's,team-harveys-vs-team-adidas-2
Karell Emard,76,F,0,0,0,,Harvey's,team-harveys-vs-team-adidas-2
Jocelyne Larocque,3,D,0,0,0,,adidas,team-harveys-vs-team-adidas-2
Emily Curlett,5,D,0,0,0,,adidas,team-harveys-vs-team-adidas-2
Laura Stacey,7,F,2,0,0,1.0,adidas,team-harveys-vs-team-adidas-2
Kayla Vespa,10,F,0,1,0,,adidas,team-harveys-vs-team-adidas-2
Jill Saulnier,11,F,0,0,0,,adidas,team-harveys-vs-team-adidas-2
Meaghan Mikkelson,12,D,0,0,0,,adidas,team-harveys-vs-team-adidas-2
Renata Fast,14,D,0,0,0,,adidas,team-harveys-vs-team-adidas-2
Kaitlin Willoughby,17,F,0,0,0,,adidas,team-harveys-vs-team-adidas-2
Jincy Dunne,19,D,0,0,0,,adidas,team-harveys-vs-team-adidas-2
Sarah Nurse,20,F,0,0,0,,adidas,team-harveys-vs-team-adidas-2
Kelly Gribbons,21,F,0,0,0,,adidas,team-harveys-vs-team-adidas-2
Jess Jones,22,F,0,0,0,,adidas,team-harveys-vs-team-adidas-2
Jessica DiGirolamo,23,D,0,0,0,,adidas,team-harveys-vs-team-adidas-2
Kendall Coyne Schofield,26,F,1,0,0,,adidas,team-harveys-vs-team-adidas-2
Shea Tiley,31,G,0,0,2,,adidas,team-harveys-vs-team-adidas-2
Sydney Scobee,37,G,0,0,0,,adidas,team-harveys-vs-team-adidas-2
Kristin O’Neill,43,F,0,3,2,2.0,adidas,team-harveys-vs-team-adidas-2
Makayla Langei,2,D,0,2,2,,Scotiabank,team-scotiabank-vs-team-sonnet
Megan Keller,5,D,0,1,0,,Scotiabank,team-scotiabank-vs-team-sonnet
Rebecca Johnston,6,F,2,2,0,1.0,Scotiabank,team-scotiabank-vs-team-sonnet
Nicole Kosta,7,F,0,0,2,,Scotiabank,team-scotiabank-vs-team-sonnet
Hayley Lunny,8,F,0,0,0,,Scotiabank,team-scotiabank-vs-team-sonnet
Shannon Stewart,10,F,0,0,0,,Scotiabank,team-scotiabank-vs-team-sonnet
Tatum Skaggs,11,F,0,0,2,,Scotiabank,team-scotiabank-vs-team-sonnet
Kelly Pannek,12,F,0,0,0,,Scotiabank,team-scotiabank-vs-team-sonnet
Jaime Bourbonnais,14,D,1,0,0,,Scotiabank,team-scotiabank-vs-team-sonnet
Katelyn Gosling,16,D,0,0,0,,Scotiabank,team-scotiabank-vs-team-sonnet
Ella Shelton,17,D,0,1,2,,Scotiabank,team-scotiabank-vs-team-sonnet
Madison Field,22,F,0,1,0,,Scotiabank,team-scotiabank-vs-team-sonnet
Alex Carpenter,25,F,1,0,0,,Scotiabank,team-scotiabank-vs-team-sonnet
Cat Quirion,26,D,0,0,0,,Scotiabank,team-scotiabank-vs-team-sonnet
Emerance Maschmeyer,38,G,0,0,0,,Scotiabank,team-scotiabank-vs-team-sonnet
Blayre Turnbull,40,F,1,1,0,,Scotiabank,team-scotiabank-vs-team-sonnet
Grace Graham,42,F,0,0,0,,Scotiabank,team-scotiabank-vs-team-sonnet
Kristen Campbell,50,G,0,0,0,2.0,Scotiabank,team-scotiabank-vs-team-sonnet
Victoria Bach,51,F,0,0,0,,Scotiabank,team-scotiabank-vs-team-sonnet
Emily Brown,2,D,0,1,2,,Sonnet,team-scotiabank-vs-team-sonnet
Leah Bohlken,4,D,0,0,0,,Sonnet,team-scotiabank-vs-team-sonnet
Hanna Bunton,9,F,0,0,0,,Sonnet,team-scotiabank-vs-team-sonnet
Alexa Vasko,10,F,2,0,0,,Sonnet,team-scotiabank-vs-team-sonnet
Abby Roque,11,F,0,2,0,,Sonnet,team-scotiabank-vs-team-sonnet
Samantha Cogan,17,F,0,0,0,,Sonnet,team-scotiabank-vs-team-sonnet
Malia Schneider,18,F,0,1,0,,Sonnet,team-scotiabank-vs-team-sonnet
Brianne Jenner,19,F,0,1,0,,Sonnet,team-scotiabank-vs-team-sonnet
Hannah Brandt,20,F,1,0,0,,Sonnet,team-scotiabank-vs-team-sonnet
Caroylne Prévost,22,F,0,0,0,,Sonnet,team-scotiabank-vs-team-sonnet
Erin Ambrose,23,D,1,0,2,,Sonnet,team-scotiabank-vs-team-sonnet
Emma Buckles,25,D,0,0,0,,Sonnet,team-scotiabank-vs-team-sonnet
Micah Zandee-Hart,28,D,0,0,0,,Sonnet,team-scotiabank-vs-team-sonnet
Nicole Hensley,29,G,0,0,0,,Sonnet,team-scotiabank-vs-team-sonnet
Natasza Tarnowski,33,F,0,1,0,,Sonnet,team-scotiabank-vs-team-sonnet
Rebecca Leslie,37,F,0,2,0,,Sonnet,team-scotiabank-vs-team-sonnet
