player_name,jersey,position,goals,assists,penalty_minutes,star_of_game,team,game_id
Lindsay Browning,39,G,0,0,0,,Sonnet,team-scotiabank-vs-team-sonnet
Claire Thompson,42,D,0,0,0,3.0,Sonnet,team-scotiabank-vs-team-sonnet
Makayla Langei,2,D,0,0,0,,Scotiabank,team-scotiabank-vs-team-harveys-2
Megan Keller,5,D,1,1,0,3.0,Scotiabank,team-scotiabank-vs-team-harveys-2
Rebecca Johnston,6,F,0,0,0,,Scotiabank,team-scotiabank-vs-team-harveys-2
Nicole Kosta,7,F,0,0,0,,Scotiabank,team-scotiabank-vs-team-harveys-2
Hayley Lunny,8,F,0,0,2,,Scotiabank,team-scotiabank-vs-team-harveys-2
Shannon Stewart,10,F,0,0,0,,Scotiabank,team-scotiabank-vs-team-harveys-2
Tatum Skaggs,11,F,1,0,2,,Scotiabank,team-scotiabank-vs-team-harveys-2
Kelly Pannek,12,F,0,0,0,,Scotiabank,team-scotiabank-vs-team-harveys-2
Jaime Bourbonnais,14,D,0,0,0,,Scotiabank,team-scotiabank-vs-team-harveys-2
Katelyn Gosling,16,D,0,1,0,,Scotiabank,team-scotiabank-vs-team-harveys-2
Ella Shelton,17,D,0,0,0,,Scotiabank,team-scotiabank-vs-team-harveys-2
Madison Field,22,F,0,0,0,,Scotiabank,team-scotiabank-vs-team-harveys-2
Alex Carpenter,25,F,0,0,0,,Scotiabank,team-scotiabank-vs-team-harveys-2
Cat Quirion,26,D,0,0,0,,Scotiabank,team-scotiabank-vs-team-harveys-2
Emerance Maschmeyer,38,G,0,0,0,,Scotiabank,team-scotiabank-vs-team-harveys-2
Blayre Turnbull,40,F,0,1,0,,Scotiabank,team-scotiabank-vs-team-harveys-2
Grace Graham,42,F,0,0,0,,Scotiabank,team-scotiabank-vs-team-harveys-2
Kristen Campbell,50,G,0,0,0,,Scotiabank,team-scotiabank-vs-team-harveys-2
Victoria Bach,51,F,0,0,0,,Scotiabank,team-scotiabank-vs-team-harveys-2
Lee Stecklein,2,D,0,0,0,,Harvey's,team-scotiabank-vs-team-harveys-2
Lauriane Rougeau,5,D,0,0,0,,Harvey's,team-scotiabank-vs-team-harveys-2
Laura Fortino,8,D,0,1,0,,Harvey's,team-scotiabank-vs-team-harveys-2
Jessie Eldridge,9,F,0,2,0,,Harvey's,team-scotiabank-vs-team-harveys-2
Rhianna Kurio,10,F,0,0,0,,Harvey's,team-scotiabank-vs-team-harveys-2
Sophia Shaver,11,F,0,1,0,,Harvey's,team-scotiabank-vs-team-harveys-2
Alexa Gruschow,12,F,0,0,0,,Harvey's,team-scotiabank-vs-team-harveys-2
Clair DeGeorge,14,F,0,1,0,,Harvey's,team-scotiabank-vs-team-harveys-2
Savannah Harmon,15,D,0,0,0,,Harvey's,team-scotiabank-vs-team-harveys-2
Alexandra Poznikoff,19,F,1,0,0,,Harvey's,team-scotiabank-vs-team-harveys-2
Mellissa Channell,22,D,0,0,0,,Harvey's,team-scotiabank-vs-team-harveys-2
Emily Clark,26,F,0,2,0,,Harvey's,team-scotiabank-vs-team-harveys-2
Kristen Richards,27,D,0,0,0,,Harvey's,team-scotiabank-vs-team-harveys-2
Marie-Philip Poulin,29,F,3,1,0,1.0,Harvey's,team-scotiabank-vs-team-harveys-2
Geneviève Lacasse,31,G,0,0,0,,Harvey's,team-scotiabank-vs-team-harveys-2
Ann-Renée Desbiens,35,G,0,0,0,2.0,Harvey's,team-scotiabank-vs-team-harveys-2
Jamie Lee Rattray,47,F,0,0,0,,Harvey's,team-scotiabank-vs-team-harveys-2
Bailey Larson,61,F,0,0,0,,Harvey's,team-scotiabank-vs-team-harveys-2
Karell Emard,76,F,0,0,0,,Harvey's,team-scotiabank-vs-team-harveys-2
Rosalie Demers,81,F,0,0,0,,Harvey's,team-scotiabank-vs-team-harveys-2
Emily Brown,2,D,0,0,0,,Sonnet,team-sonnet-vs-team-adidas
Leah Bohlken,4,D,0,0,0,,Sonnet,team-sonnet-vs-team-adidas
Hanna Bunton,9,F,0,0,0,,Sonnet,team-sonnet-vs-team-adidas
Alexa Vasko,10,F,0,0,0,,Sonnet,team-sonnet-vs-team-adidas
Abby Roque,11,F,1,0,0,,Sonnet,team-sonnet-vs-team-adidas
Samantha Cogan,17,F,0,0,0,,Sonnet,team-sonnet-vs-team-adidas
Malia Schneider,18,F,0,0,0,,Sonnet,team-sonnet-vs-team-adidas
Brianne Jenner,19,F,0,1,0,3.0,Sonnet,team-sonnet-vs-team-adidas
Hannah Brandt,20,F,0,1,0,,Sonnet,team-sonnet-vs-team-adidas
Caroylne Prévost,22,F,0,0,0,,Sonnet,team-sonnet-vs-team-adidas
Erin Ambrose,23,D,0,0,4,,Sonnet,team-sonnet-vs-team-adidas
Emma Buckles,25,D,0,0,0,,Sonnet,team-sonnet-vs-team-adidas
Micah Zandee-Hart,28,D,0,0,0,,Sonnet,team-sonnet-vs-team-adidas
Nicole Hensley,29,G,0,0,0,,Sonnet,team-sonnet-vs-team-adidas
Natasza Tarnowski,33,F,0,0,0,,Sonnet,team-sonnet-vs-team-adidas
Rebecca Leslie,37,F,0,0,0,,Sonnet,team-sonnet-vs-team-adidas
Lindsay Browning,39,G,0,0,0,,Sonnet,team-sonnet-vs-team-adidas
Claire Thompson,42,D,0,0,0,,Sonnet,team-sonnet-vs-team-adidas
Jocelyne Larocque,3,D,0,0,0,,adidas,team-sonnet-vs-team-adidas
Emily Curlett,5,D,1,0,0,,adidas,team-sonnet-vs-team-adidas
Laura Stacey,7,F,0,0,0,,adidas,team-sonnet-vs-team-adidas
Megan Eady,8,D,0,0,0,,adidas,team-sonnet-vs-team-adidas
Kayla Vespa,10,F,0,0,0,,adidas,team-sonnet-vs-team-adidas
Jill Saulnier,11,F,0,1,2,,adidas,team-sonnet-vs-team-adidas
Meaghan Mikkelson,12,D,0,0,0,,adidas,team-sonnet-vs-team-adidas
Renata Fast,14,D,0,0,0,,adidas,team-sonnet-vs-team-adidas
Kaitlin Willoughby,17,F,0,1,0,,adidas,team-sonnet-vs-team-adidas
Jincy Dunne,19,D,0,0,0,,adidas,team-sonnet-vs-team-adidas
Sarah Nurse,20,F,0,0,0,,adidas,team-sonnet-vs-team-adidas
Kelly Gribbons,21,F,0,0,0,,adidas,team-sonnet-vs-team-adidas
Jess Jones,22,F,0,0,0,,adidas,team-sonnet-vs-team-adidas
Jessica DiGirolamo,23,D,0,2,0,2.0,adidas,team-sonnet-vs-team-adidas
Kendall Coyne Schofield,26,F,2,0,0,1.0,adidas,team-sonnet-vs-team-adidas
Shea Tiley,31,G,0,0,0,,adidas,team-sonnet-vs-team-adidas
Sydney Scobee,37,G,0,0,0,,adidas,team-sonnet-vs-team-adidas
Kristin O’Neill,43,F,0,1,0,,adidas,team-sonnet-vs-team-adidas
Jocelyne Larocque,3,D,0,0,0,,adidas,team-adidas-vs-team-scotiabank-2
Emily Curlett,5,D,0,0,0,,adidas,team-adidas-vs-team-scotiabank-2
Laura Stacey,7,F,1,1,2,,adidas,team-adidas-vs-team-scotiabank-2
Megan Eady,8,D,0,0,0,,adidas,team-adidas-vs-team-scotiabank-2
Jill Saulnier,11,F,0,0,2,,adidas,team-adidas-vs-team-scotiabank-2
Meaghan Mikkelson,12,D,0,0,0,,adidas,team-adidas-vs-team-scotiabank-2
Renata Fast,14,D,0,0,0,,adidas,team-adidas-vs-team-scotiabank-2
Kaitlin Willoughby,17,F,0,0,0,,adidas,team-adidas-vs-team-scotiabank-2
Jincy Dunne,19,D,0,0,0,,adidas,team-adidas-vs-team-scotiabank-2
Sarah Nurse,20,F,0,0,0,,adidas,team-adidas-vs-team-scotiabank-2
Jessica DiGirolamo,23,D,0,0,0,,adidas,team-adidas-vs-team-scotiabank-2
Kendall Coyne Schofield,26,F,0,0,0,,adidas,team-adidas-vs-team-scotiabank-2
Samantha Donovan,32,F,0,0,0,,adidas,team-adidas-vs-team-scotiabank-2
Aerin Frankel,33,G,0,0,0,,adidas,team-adidas-vs-team-scotiabank-2
Maddie Rooney,35,G,0,0,0,,adidas,team-adidas-vs-team-scotiabank-2
Kristin O’Neill,43,F,1,1,0,,adidas,team-adidas-vs-team-scotiabank-2
Sarah Potomak,44,F,0,1,0,,adidas,team-adidas-vs-team-scotiabank-2
Laura Dostaler,72,F,0,0,0,,adidas,team-adidas-vs-team-scotiabank-2
Makayla Langei,2,D,0,0,0,,Scotiabank,team-adidas-vs-team-scotiabank-2
Brigette Lacquette,4,D,0,0,0,,Scotiabank,team-adidas-vs-team-scotiabank-2
Megan Keller,5,D,0,1,2,,Scotiabank,team-adidas-vs-team-scotiabank-2
Rebecca Johnston,6,F,0,0,0,,Scotiabank,team-adidas-vs-team-scotiabank-2
Nicole Kosta,7,F,0,0,0,,Scotiabank,team-adidas-vs-team-scotiabank-2
Shannon Stewart,10,F,0,0,0,,Scotiabank,team-adidas-vs-team-scotiabank-2
Kelly Pannek,12,F,0,0,0,,Scotiabank,team-adidas-vs-team-scotiabank-2
Jaime Bourbonnais,14,D,0,0,0,,Scotiabank,team-adidas-vs-team-scotiabank-2
Mélodie Daoust,15,F,0,1,0,,Scotiabank,team-adidas-vs-team-scotiabank-2
Katelyn Gosling,16,D,0,0,0,,Scotiabank,team-adidas-vs-team-scotiabank-2
Ella Shelton,17,D,0,0,2,,Scotiabank,team-adidas-vs-team-scotiabank-2
Madison Field,22,F,0,0,0,,Scotiabank,team-adidas-vs-team-scotiabank-2
Alex Carpenter,25,F,1,0,0,,Scotiabank,team-adidas-vs-team-scotiabank-2
Cat Quirion,26,D,0,0,0,,Scotiabank,team-adidas-vs-team-scotiabank-2
Amanda Makela,34,G,0,0,0,,Scotiabank,team-adidas-vs-team-scotiabank-2
Emerance Maschmeyer,38,G,0,0,0,,Scotiabank,team-adidas-vs-team-scotiabank-2
Blayre Turnbull,40,F,0,0,0,,Scotiabank,team-adidas-vs-team-scotiabank-2
Victoria Bach,51,F,0,0,0,,Scotiabank,team-adidas-vs-team-scotiabank-2
Kristen Campbell,50,G,0,0,0,,Scotiabank,team-adidas-vs-team-scotiabank-2
Emily Brown,2,D,0,0,4,,Sonnet,team-sonnet-vs-team-harveys-3
Iya Gavrilova,8,F,0,0,0,,Sonnet,team-sonnet-vs-team-harveys-3
Hanna Bunton,9,F,0,0,0,,Sonnet,team-sonnet-vs-team-harveys-3
Alexa Vasko,10,F,0,0,0,,Sonnet,team-sonnet-vs-team-harveys-3
Abby Roque,11,F,1,0,2,,Sonnet,team-sonnet-vs-team-harveys-3
Nikki Nightengale,13,D,0,0,0,,Sonnet,team-sonnet-vs-team-harveys-3
Samantha Cogan,17,F,0,0,0,,Sonnet,team-sonnet-vs-team-harveys-3
Malia Schneider,18,F,0,0,0,,Sonnet,team-sonnet-vs-team-harveys-3
Brianne Jenner,19,F,0,0,0,,Sonnet,team-sonnet-vs-team-harveys-3
Hannah Brandt,20,F,0,0,0,,Sonnet,team-sonnet-vs-team-harveys-3
Hilary Knight,21,F,0,0,0,1.0,Sonnet,team-sonnet-vs-team-harveys-3
Caroylne Prévost,22,F,0,0,0,,Sonnet,team-sonnet-vs-team-harveys-3
Erin Ambrose,23,D,0,1,0,,Sonnet,team-sonnet-vs-team-harveys-3
Emma Buckles,25,D,0,0,0,,Sonnet,team-sonnet-vs-team-harveys-3
Erica Howe,27,G,0,0,0,,Sonnet,team-sonnet-vs-team-harveys-3
Micah Zandee-Hart,28,D,0,1,0,3.0,Sonnet,team-sonnet-vs-team-harveys-3
Nicole Hensley,29,G,0,0,0,,Sonnet,team-sonnet-vs-team-harveys-3
Natasza Tarnowski,33,F,1,0,0,,Sonnet,team-sonnet-vs-team-harveys-3
Rebecca Leslie,37,F,0,0,0,,Sonnet,team-sonnet-vs-team-harveys-3
Claire Thompson,42,D,0,1,0,,Sonnet,team-sonnet-vs-team-harveys-3
Lee Stecklein,2,D,1,0,0,,Harvey's,team-sonnet-vs-team-harveys-3
Lauriane Rougeau,5,D,0,0,0,,Harvey's,team-sonnet-vs-team-harveys-3
Laura Fortino,8,D,0,1,2,,Harvey's,team-sonnet-vs-team-harveys-3
Jessie Eldridge,9,F,1,0,0,,Harvey's,team-sonnet-vs-team-harveys-3
Rhianna Kurio,10,F,0,0,0,,Harvey's,team-sonnet-vs-team-harveys-3
Sophia Shaver,11,F,0,0,0,,Harvey's,team-sonnet-vs-team-harveys-3
Alexa Gruschow,12,F,0,0,0,,Harvey's,team-sonnet-vs-team-harveys-3
Clair DeGeorge,14,F,0,0,0,,Harvey's,team-sonnet-vs-team-harveys-3
Savannah Harmon,15,D,0,0,2,,Harvey's,team-sonnet-vs-team-harveys-3
Hayley Scamurra,16,F,0,0,0,,Harvey's,team-sonnet-vs-team-harveys-3
Jacquie Greco,25,D,0,0,0,,Harvey's,team-sonnet-vs-team-harveys-3
Emily Clark,26,F,0,0,0,,Harvey's,team-sonnet-vs-team-harveys-3
Kristen Richards,27,D,0,0,0,,Harvey's,team-sonnet-vs-team-harveys-3
Marie-Philip Poulin,29,F,0,1,0,2.0,Harvey's,team-sonnet-vs-team-harveys-3
Geneviève Lacasse,31,G,0,0,0,,Harvey's,team-sonnet-vs-team-harveys-3
Ann-Renée Desbiens,35,G,0,0,0,,Harvey's,team-sonnet-vs-team-harveys-3
Jamie Lee Rattray,47,F,0,0,0,,Harvey's,team-sonnet-vs-team-harveys-3
Bailey Larson,61,F,0,0,0,,Harvey's,team-sonnet-vs-team-harveys-3
Rosalie Demers,81,F,0,0,0,,Harvey's,team-sonnet-vs-team-harveys-3
Jocelyne Larocque,3,D,0,0,0,,adidas,team-adidas-vs-team-sonnet
Emily Curlett,5,D,0,0,0,,adidas,team-adidas-vs-team-sonnet
Laura Stacey,7,F,0,0,2,,adidas,team-adidas-vs-team-sonnet
Kayla Vespa,10,F,0,2,0,,adidas,team-adidas-vs-team-sonnet
Jill Saulnier,11,F,0,0,0,,adidas,team-adidas-vs-team-sonnet
Meaghan Mikkelson,12,D,0,1,0,,adidas,team-adidas-vs-team-sonnet
Renata Fast,14,D,0,0,0,,adidas,team-adidas-vs-team-sonnet
Kaitlin Willoughby,17,F,1,0,0,,adidas,team-adidas-vs-team-sonnet
Halli Krzyzaniak,18,D,0,0,0,,adidas,team-adidas-vs-team-sonnet
Jincy Dunne,19,D,0,0,0,,adidas,team-adidas-vs-team-sonnet
Sarah Nurse,20,F,1,1,0,2.0,adidas,team-adidas-vs-team-sonnet
Kelly Gribbons,21,F,0,0,0,,adidas,team-adidas-vs-team-sonnet
Jessica DiGirolamo,23,D,0,0,0,,adidas,team-adidas-vs-team-sonnet
Kendall Coyne Schofield,26,F,1,1,0,,adidas,team-adidas-vs-team-sonnet
Aerin Frankel,33,G,0,0,0,1.0,adidas,team-adidas-vs-team-sonnet
Maddie Rooney,35,G,0,0,0,,adidas,team-adidas-vs-team-sonnet
Kristin O’Neill,43,F,1,0,2,,adidas,team-adidas-vs-team-sonnet
Sarah Potomak,44,F,0,2,0,,adidas,team-adidas-vs-team-sonnet
Laura Dostaler,72,F,0,0,0,,adidas,team-adidas-vs-team-sonnet
Emily Brown,2,D,0,0,0,,Sonnet,team-adidas-vs-team-sonnet
Iya Gavrilova,8,F,0,0,0,,Sonnet,team-adidas-vs-team-sonnet
Hanna Bunton,9,F,0,0,0,,Sonnet,team-adidas-vs-team-sonnet
Alexa Vasko,10,F,0,0,2,,Sonnet,team-adidas-vs-team-sonnet
Abby Roque,11,F,0,0,2,,Sonnet,team-adidas-vs-team-sonnet
Nikki Nightengale,13,D,0,0,0,,Sonnet,team-adidas-vs-team-sonnet
Samantha Cogan,17,F,0,0,0,,Sonnet,team-adidas-vs-team-sonnet
Malia Schneider,18,F,0,0,0,,Sonnet,team-adidas-vs-team-sonnet
Brianne Jenner,19,F,0,0,0,,Sonnet,team-adidas-vs-team-sonnet
Hannah Brandt,20,F,0,0,0,,Sonnet,team-adidas-vs-team-sonnet
Hilary Knight,21,F,0,0,0,,Sonnet,team-adidas-vs-team-sonnet
Caroylne Prévost,22,F,0,0,0,,Sonnet,team-adidas-vs-team-sonnet
Erin Ambrose,23,D,0,0,0,,Sonnet,team-adidas-vs-team-sonnet
Emma Buckles,25,D,0,0,2,,Sonnet,team-adidas-vs-team-sonnet
Erica Howe,27,G,0,0,0,3.0,Sonnet,team-adidas-vs-team-sonnet
Micah Zandee-Hart,28,D,0,0,0,,Sonnet,team-adidas-vs-team-sonnet
Nicole Hensley,29,G,0,0,0,,Sonnet,team-adidas-vs-team-sonnet
Natasza Tarnowski,33,F,0,0,0,,Sonnet,team-adidas-vs-team-sonnet
Rebecca Leslie,37,F,0,0,0,,Sonnet,team-adidas-vs-team-sonnet
Claire Thompson,42,D,0,0,0,,Sonnet,team-adidas-vs-team-sonnet
Lee Stecklein,2,D,0,1,0,,Harvey's,team-harveys-vs-team-scotiabank
Lauriane Rougeau,5,D,1,0,0,3.0,Harvey's,team-harveys-vs-team-scotiabank
Laura Fortino,8,D,0,0,0,,Harvey's,team-harveys-vs-team-scotiabank
Jessie Eldridge,9,F,0,0,0,,Harvey's,team-harveys-vs-team-scotiabank
Sophia Shaver,11,F,0,1,0,,Harvey's,team-harveys-vs-team-scotiabank
Alexa Gruschow,12,F,0,1,0,,Harvey's,team-harveys-vs-team-scotiabank
Clair DeGeorge,14,F,0,0,0,,Harvey's,team-harveys-vs-team-scotiabank
Savannah Harmon,15,D,0,0,0,,Harvey's,team-harveys-vs-team-scotiabank
Hayley Scamurra,16,F,1,0,0,2.0,Harvey's,team-harveys-vs-team-scotiabank
Jacquie Greco,25,D,0,0,0,,Harvey's,team-harveys-vs-team-scotiabank
Emily Clark,26,F,0,1,0,,Harvey's,team-harveys-vs-team-scotiabank
Kristen Richards,27,D,0,0,2,,Harvey's,team-harveys-vs-team-scotiabank
Marie-Philip Poulin,29,F,0,1,0,,Harvey's,team-harveys-vs-team-scotiabank
Geneviève Lacasse,31,G,0,0,0,1.0,Harvey's,team-harveys-vs-team-scotiabank
Ann-Renée Desbiens,35,G,0,0,0,,Harvey's,team-harveys-vs-team-scotiabank
Jamie Lee Rattray,47,F,0,1,0,,Harvey's,team-harveys-vs-team-scotiabank
Karell Emard,76,F,0,0,2,,Harvey's,team-harveys-vs-team-scotiabank
Rosalie Demers,81,F,0,0,0,,Harvey's,team-harveys-vs-team-scotiabank
Bailey Larson,61,F,1,0,0,,Harvey's,team-harveys-vs-team-scotiabank
Makayla Langei,2,D,0,0,0,,Scotiabank,team-harveys-vs-team-scotiabank
Brigette Lacquette,4,D,0,0,0,,Scotiabank,team-harveys-vs-team-scotiabank
Megan Keller,5,D,1,0,0,,Scotiabank,team-harveys-vs-team-scotiabank
Rebecca Johnston,6,F,0,0,0,,Scotiabank,team-harveys-vs-team-scotiabank
Nicole Kosta,7,F,0,0,0,,Scotiabank,team-harveys-vs-team-scotiabank
Shannon Stewart,10,F,0,0,0,,Scotiabank,team-harveys-vs-team-scotiabank
Kelly Pannek,12,F,0,0,0,,Scotiabank,team-harveys-vs-team-scotiabank
Jaime Bourbonnais,14,D,0,0,0,,Scotiabank,team-harveys-vs-team-scotiabank
Mélodie Daoust,15,F,0,0,0,,Scotiabank,team-harveys-vs-team-scotiabank
Katelyn Gosling,16,D,0,0,0,,Scotiabank,team-harveys-vs-team-scotiabank
Ella Shelton,17,D,0,0,0,,Scotiabank,team-harveys-vs-team-scotiabank
Madison Field,22,F,0,0,0,,Scotiabank,team-harveys-vs-team-scotiabank
Alex Carpenter,25,F,0,0,0,,Scotiabank,team-harveys-vs-team-scotiabank
Cat Quirion,26,D,0,0,0,,Scotiabank,team-harveys-vs-team-scotiabank
Amanda Makela,34,G,0,0,0,,Scotiabank,team-harveys-vs-team-scotiabank
Emerance Maschmeyer,38,G,0,0,0,,Scotiabank,team-harveys-vs-team-scotiabank
Blayre Turnbull,40,F,0,0,4,,Scotiabank,team-harveys-vs-team-scotiabank
Kristen Campbell,50,G,0,0,0,,Scotiabank,team-harveys-vs-team-scotiabank
Victoria Bach,51,F,0,0,2,,Scotiabank,team-harveys-vs-team-scotiabank
